78.655,79.255,['TI_r']
91.28500000000001,91.885,['TI_r']
95.33900000000001,95.93900000000001,['TI_r']
100.91300000000001,101.513,['TI_r']
111.47000000000001,112.07000000000001,['TI_r']
127.48,128.08,['TI_r']
237.727,238.327,['TI_r']
241.09,241.69,['TI_r']
245.246,245.84600000000003,['TI_r']
254.33,254.93000000000004,['TI_r']
259.86799999999994,260.46799999999996,['TI_r']
266.73699999999997,267.337,['TI_r']
276.563,277.163,['TI_r']
286.811,287.411,['TI_r']
388.75499999999994,389.35499999999996,['TI_r']
393.22099999999995,393.82099999999997,['TI_r']
410.00299999999993,410.60299999999995,['TI_r']
416.4549999999999,417.05499999999995,['TI_r']
424.94999999999993,425.54999999999995,['TI_r']
437.056,437.656,['TI_r']
