subj-19_2,INSTR1,1.338,8.328,[]
subj-19_2,INSTR1,77.88,8.368,[]
subj-19_2,INSTR1,154.415,8.368,[]
subj-19_2,INSTR1,230.916,8.369,[]
subj-19_2,INSTR1,307.475,8.367,[]
subj-19_2,INSTR1,384.056,8.369,[]
subj-19_2,ISI,0.0,1.338,[]
subj-19_2,ISI,9.666,3.304,[]
subj-19_2,ISI,73.194,4.686,[]
subj-19_2,ISI,86.248,3.284,[]
subj-19_2,ISI,149.755,4.66,[]
subj-19_2,ISI,162.783,3.259,[]
subj-19_2,ISI,226.284,4.632,[]
subj-19_2,ISI,239.285,3.322,[]
subj-19_2,ISI,302.856,4.619,[]
subj-19_2,ISI,315.842,3.348,[]
subj-19_2,ISI,379.438,4.618,[]
subj-19_2,ISI,392.425,3.347,[]
subj-19_2,ISI,456.019,3.343,[]
subj-19_2,['COMP_h'],16.511,0.6149999999999998,1
subj-19_2,['COMP_h'],20.149,2.5280000000000005,9
subj-19_2,['COMP_h'],24.234,1.8640000000000008,10
subj-19_2,['COMP_h'],28.07,0.2989999999999995,1
subj-19_2,['COMP_h'],31.747999999999998,3.307000000000002,12
subj-19_2,['COMP_h'],35.223,0.8709999999999987,5
subj-19_2,['COMP_h'],44.556,1.4480000000000004,2
subj-19_2,['COMP_h'],47.446999999999996,0.6570000000000036,1
subj-19_2,['COMP_h'],52.538,1.7630000000000052,7
subj-19_2,['COMP_h'],55.038,1.4480000000000004,6
subj-19_2,['COMP_h'],59.936,1.8539999999999992,8
subj-19_2,['COMP_h'],63.472,1.463000000000001,1
subj-19_2,['COMP_h'],65.921,3.5459999999999994,17
subj-19_2,['COMP_h'],70.041,0.3610000000000042,1
subj-19_2,['COMP_h'],168.63,0.351,1
subj-19_2,['COMP_h'],170.554,1.5590000000000002,2
subj-19_2,['COMP_h'],175.934,4.708,17
subj-19_2,['COMP_h'],181.649,0.8399999999999999,3
subj-19_2,['COMP_h'],183.43200000000002,0.5869999999999997,4
subj-19_2,['COMP_h'],184.805,4.949999999999999,19
subj-19_2,['COMP_h'],191.969,0.5399999999999991,1
subj-19_2,['COMP_h'],211.808,0.6540000000000035,1
subj-19_2,['COMP_h'],215.528,4.916000000000004,19
subj-19_2,['COMP_h'],222.585,0.8990000000000009,1
subj-19_2,['COMP_h'],224.061,1.9326000000000008,8
subj-19_2,['COMP_h'],323.768,0.33999999999999986,1
subj-19_2,['COMP_h'],325.089,1.1929999999999996,1
